n_group1,n_group2,mean_group1,mean_group2,median_group1,median_group2,sd_group1,sd_group2,mean_diff,median_diff,log2FC,pseudo_log2FC_shifted,signed_log2FC_absmean,t_welch,z_welch_approx,p_ttest,u_stat,z_wilcoxon,p_wilcoxon,cohen_d,cliffs_delta,trait,celltype_key,celltype,group_col,group1,group2,direction,q_ttest,q_wilcoxon
41434,9402,0.17391031265095688,-0.24976079768457551,0.19491863250732422,-0.28666490316390986,0.4680763746870179,0.5375784003908456,0.4236711103355324,0.4815835356712341,,0.32265029439550397,-0.522201045715144,70.58739224340407,70.58739224340407,0.0,301118934.0,82.77503525226034,0.0,0.8795584133402521,0.5459340092280143,GCST90200830,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.676098996299467,0.028072059398862374,0.7594293057918549,0.026368528604507398,0.6283757059182282,0.7191372711826005,0.6480269369006046,0.7330607771873474,,0.4185320104782064,4.589978436979074,80.66696367848876,80.66696367848876,0.0,300433531.5,82.24150654043483,0.0,1.0029477633945663,0.5424151769158625,GCST90200928,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.24260252429517548,-0.17580052408943078,0.2739879190921783,-0.22402646392583841,0.42921010218524364,0.5329878353816887,0.4184030483846063,0.4980143830180167,,0.3416093587296925,0.4646529308038969,71.06847939712993,71.06847939712993,0.0,299283019.0,81.34592846468496,0.0,0.9293533115393077,0.5365084862333298,GCST90200570,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.30314254733975177,-0.11644098538625144,0.33539043366909027,-0.1282807514071464,0.4482715957050174,0.5458743595908505,0.41958353272600324,0.46367118507623667,,0.30799353611525854,1.3803897704547266,69.40913479550335,69.40913479550335,0.0,298617509.5,80.8278847951001,0.0,0.896816394392514,0.5330917838830409,GCST90200248,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.17990542981625995,-0.24947249331082594,0.19305995851755137,-0.3324439525604248,0.4755199515484464,0.5375391288039189,0.4293779231270859,0.5255039110779762,,0.37750234732602095,-0.47163978748806096,71.37490563751224,71.37490563751224,0.0,294487326.5,77.61288161726867,0.0,0.8806227799118578,0.5118875697234775,GCST90199797,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.24448432080332283,-0.14156290538641525,0.2857255637645721,-0.1841526925563812,0.4404223987786258,0.5109206700629407,0.3860472261897381,0.46987825632095326,,0.3754519630543245,0.7882943789145086,67.7737363032525,67.7737363032525,0.0,294376390.5,77.5265271887758,0.0,0.8497902612272591,0.5113180282038874,GCST90200171,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.31599325302571385,-0.08718869254590421,0.3586263060569763,-0.11062117666006085,0.4367358561840763,0.5189499968057222,0.40318194557161807,0.4692474827170372,,0.3590351374997565,1.8576688237762946,69.92352721036593,69.92352721036593,0.0,294348450.5,77.50477822782453,0.0,0.8898968517152525,0.51117458522724,GCST90200266,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.3503410703151124,-0.11404962729983424,0.3764256685972214,-0.09617521241307254,0.48646417410263987,0.5794515293917799,0.46439069761494667,0.4726008810102939,,0.33690591765809075,1.6190898607015185,72.15402556549348,72.15402556549348,0.0,293134092.0,76.55950136320942,0.0,0.9196710756170551,0.5049401114277774,GCST90200099,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.3438355418696735,-0.1727263652648473,0.37279424071311945,-0.21403471380472178,0.5695103967215273,0.5872789373897358,0.5165619071345209,0.5868289545178412,,0.3935110210611732,0.9932262103487342,77.42612715508555,77.42612715508555,0.0,293123407.0,76.55118398139967,0.0,0.9017592004475575,0.5048852550138376,GCST90200662,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.2574525652481851,-0.11272897904833759,0.28162735700607294,-0.1211494505405426,0.4053795322871346,0.4815881029963415,0.3701815442965227,0.40277680754661555,,0.3240447331405824,1.1914410166722977,69.17894523996893,69.17894523996893,0.0,289935248.5,74.06946835065636,0.0,0.8803044250056986,0.48851736148257485,GCST90200142,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.5286706991536319,0.034825396299669846,0.5815772414207458,0.0080319182015955,0.5383131978299684,0.6219243315774766,0.493845302853962,0.5735453232191503,,0.32501574669941213,3.9241189971775827,71.18195100951117,71.18195100951117,0.0,288697842.0,73.10625053929806,0.0,0.8902501316699132,0.48216456006229014,GCST90200517,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
41434,9402,0.1899712952050867,-0.22839526143355252,0.22548810392618174,-0.221583142876625,0.41470422059949985,0.5686374231146961,0.4183665566386392,0.44707124680280674,,0.4001606087872565,-0.2657499986887059,67.38899788910207,67.38899788910207,0.0,288587396.5,73.02027792416764,0.0,0.9355591057101931,0.4815975367524368,GCST90199879,cancerType_celltype,CRC_Epi_CRC,tissue,Tumor,Adjacent,group1_higher,0.0,0.0
